session_duration,page_navigation_rate,input_field_activity,mouse_click_frequency,suspicious_input_patterns,form_submission_rate,csrf_token_presence,unusual_headers,client_error_rate,failed_login_attempts,unusual_sql_queries,response_time,server_error_rate,request_rate,unusual_http_methods,ip_reputation_score,brute_force_signatures,suspicious_file_uploads,is_attack
467,5,18,23,0,0,1,0,1,0,0,676,0,30,0,77,0,0,0
12,12,1,8,1,6,0,1,7,6,1,1806,7,134,1,2,1,1,1
598,2,31,48,0,1,1,0,1,1,0,470,1,19,0,98,0,0,0
29,13,2,3,1,7,0,1,12,9,1,2264,6,190,1,2,1,1,1
415,1,12,8,0,2,1,0,1,0,0,781,0,13,0,94,0,0,0
11,11,3,3,1,7,0,1,9,4,1,2990,6,133,1,0,1,1,1
349,2,11,31,0,1,1,0,0,0,0,631,0,39,0,77,0,0,0
41,5,12,12,0,0,1,0,4,0,0,406,1,41,0,90,0,0,0
26,14,1,3,1,9,0,1,8,3,1,2467,7,408,1,37,1,1,1
566,4,14,23,0,1,1,0,2,1,0,127,1,25,0,88,0,0,0
302,3,29,20,0,2,1,0,1,1,0,479,1,22,0,97,0,0,0
404,2,25,48,0,2,1,0,2,1,0,687,1,40,0,93,0,0,0
45,5,1,0,1,9,0,1,5,3,1,1130,13,433,1,32,1,1,1
562,2,15,10,0,2,1,0,2,0,0,731,0,49,0,87,0,0,0
548,2,11,24,0,0,1,0,0,1,0,742,1,46,0,88,0,0,0
26,10,2,1,1,4,0,1,8,6,1,2711,8,348,1,46,1,1,1
223,2,38,21,0,0,1,0,3,1,0,504,1,13,0,81,0,0,0
496,4,27,40,0,1,1,0,2,0,0,734,1,29,0,94,0,0,0
257,3,34,28,0,1,1,0,3,1,0,412,1,22,0,92,0,0,0
547,2,23,33,0,2,1,0,1,1,0,239,0,49,0,79,0,0,0
45,3,11,13,0,2,1,0,2,1,0,163,1,41,0,90,0,0,0
41,5,25,11,0,0,1,0,2,0,0,727,1,12,0,83,0,0,0
462,4,19,40,0,0,1,0,1,0,0,733,0,33,0,79,0,0,0
40,12,4,9,1,3,0,1,12,8,1,2178,13,319,1,39,1,1,1
18,6,1,4,1,5,0,1,14,3,1,1491,6,124,1,36,1,1,1
263,4,12,49,0,2,1,0,2,1,0,511,1,11,0,81,0,0,0
90,4,10,33,0,1,1,0,3,1,0,178,1,37,0,75,0,0,0
204,4,31,27,0,0,1,0,0,1,0,227,0,38,0,98,0,0,0
43,10,4,0,1,6,0,1,12,8,1,2587,8,154,1,10,1,1,1
420,3,25,20,0,1,1,0,0,0,0,246,0,30,0,87,0,0,0
510,5,34,27,0,2,1,0,4,0,0,396,0,29,0,98,0,0,0
32,6,0,9,1,8,0,1,14,8,1,2727,14,441,1,24,1,1,1
552,3,9,48,0,0,1,0,0,1,0,206,1,42,0,85,0,0,0
477,2,19,17,0,0,1,0,3,0,0,246,1,38,0,72,0,0,0
370,5,22,9,0,1,1,0,2,1,0,415,1,22,0,86,0,0,0
19,10,4,2,1,6,0,1,8,3,1,2753,12,273,1,38,1,1,1
524,5,23,31,0,2,1,0,4,0,0,254,1,20,0,78,0,0,0
581,3,8,14,0,0,1,0,4,1,0,406,1,29,0,71,0,0,0
57,5,10,20,0,0,1,0,3,1,0,269,0,26,0,73,0,0,0
215,1,37,37,0,0,1,0,0,1,0,582,1,11,0,76,0,0,0
255,2,7,5,0,1,1,0,3,0,0,787,1,23,0,97,0,0,0
376,1,9,30,0,1,1,0,2,0,0,631,1,42,0,91,0,0,0
32,1,33,47,0,0,1,0,0,0,0,309,0,20,0,90,0,0,0
374,2,29,40,0,0,1,0,4,1,0,360,0,28,0,84,0,0,0
463,1,11,19,0,0,1,0,2,0,0,243,0,12,0,84,0,0,0
48,9,4,8,1,7,0,1,7,5,1,1909,9,215,1,17,1,1,1
225,1,17,30,0,2,1,0,2,1,0,641,1,33,0,83,0,0,0
39,1,31,40,0,0,1,0,0,0,0,696,0,31,0,96,0,0,0
11,10,3,6,1,5,0,1,14,3,1,1672,14,165,1,13,1,1,1
179,2,31,40,0,2,1,0,2,0,0,767,0,18,0,73,0,0,0
6,7,3,9,1,5,0,1,12,9,1,2329,8,293,1,47,1,1,1
92,1,10,13,0,1,1,0,2,0,0,429,1,40,0,96,0,0,0
139,4,37,37,0,2,1,0,2,0,0,112,0,36,0,87,0,0,0
311,4,13,43,0,0,1,0,3,0,0,723,1,12,0,84,0,0,0
142,1,10,24,0,2,1,0,1,0,0,596,1,28,0,90,0,0,0
520,3,21,8,0,2,1,0,4,1,0,215,1,26,0,85,0,0,0
51,5,7,31,0,0,1,0,0,1,0,253,0,32,0,83,0,0,0
101,2,14,5,0,1,1,0,3,0,0,219,1,40,0,92,0,0,0
5,13,3,9,1,5,0,1,10,4,1,982,7,431,1,45,1,1,1
527,2,6,42,0,2,1,0,1,1,0,691,1,44,0,98,0,0,0
16,8,0,2,1,7,0,1,8,3,1,1150,9,320,1,2,1,1,1
36,14,0,9,1,8,0,1,9,7,1,817,8,140,1,31,1,1,1
364,2,17,29,0,2,1,0,4,1,0,584,1,45,0,75,0,0,0
42,5,1,3,1,5,0,1,11,9,1,1806,10,412,1,11,1,1,1
38,9,2,2,1,6,0,1,14,3,1,1294,14,488,1,26,1,1,1
1,6,2,3,1,5,0,1,14,7,1,1450,7,292,1,8,1,1,1
329,5,16,16,0,2,1,0,0,0,0,117,0,17,0,91,0,0,0
40,5,4,4,1,5,0,1,10,4,1,1758,14,288,1,40,1,1,1
4,6,4,9,1,6,0,1,7,5,1,1824,14,398,1,29,1,1,1
325,4,37,32,0,2,1,0,3,0,0,179,1,20,0,78,0,0,0
451,2,8,18,0,2,1,0,3,1,0,220,0,37,0,83,0,0,0
270,3,39,40,0,2,1,0,4,0,0,715,1,36,0,86,0,0,0
99,2,15,26,0,1,1,0,2,0,0,589,1,48,0,89,0,0,0
25,6,4,0,1,4,0,1,14,4,1,1354,11,362,1,3,1,1,1
482,3,10,5,0,1,1,0,3,0,0,172,0,31,0,81,0,0,0
405,3,31,24,0,1,1,0,0,0,0,535,0,27,0,78,0,0,0
357,2,36,6,0,0,1,0,3,1,0,566,0,18,0,78,0,0,0
37,1,7,20,0,0,1,0,4,0,0,497,0,10,0,84,0,0,0
37,11,3,2,1,3,0,1,12,4,1,1643,12,361,1,49,1,1,1
45,5,0,8,1,6,0,1,12,5,1,2735,14,497,1,21,1,1,1
141,2,22,23,0,2,1,0,1,0,0,674,1,26,0,89,0,0,0
144,3,36,10,0,2,1,0,2,0,0,534,0,20,0,88,0,0,0
259,3,20,7,0,0,1,0,4,1,0,736,1,47,0,85,0,0,0
18,5,1,8,1,8,0,1,8,7,1,1503,10,370,1,28,1,1,1
337,4,17,40,0,2,1,0,1,1,0,243,1,48,0,79,0,0,0
9,11,1,0,1,6,0,1,7,5,1,1285,11,493,1,41,1,1,1
296,1,15,10,0,0,1,0,4,0,0,123,1,30,0,83,0,0,0
217,1,31,48,0,1,1,0,4,0,0,477,0,19,0,91,0,0,0
521,3,18,41,0,2,1,0,4,1,0,367,0,32,0,86,0,0,0
47,3,35,25,0,0,1,0,2,0,0,193,1,32,0,99,0,0,0
28,12,3,0,1,8,0,1,12,4,1,1962,14,425,1,9,1,1,1
42,13,1,7,1,3,0,1,9,6,1,1009,9,343,1,27,1,1,1
287,3,17,46,0,2,1,0,0,1,0,249,1,40,0,99,0,0,0
365,3,5,30,0,0,1,0,3,0,0,238,1,39,0,96,0,0,0
31,6,1,2,1,6,0,1,10,8,1,1391,5,379,1,36,1,1,1
47,3,16,31,0,1,1,0,0,1,0,702,1,29,0,99,0,0,0
3,5,0,5,1,7,0,1,8,4,1,2667,6,224,1,18,1,1,1
3,11,0,3,1,6,0,1,14,7,1,1730,13,447,1,6,1,1,1
34,7,3,5,1,7,0,1,5,6,1,1945,14,272,1,37,1,1,1
45,9,3,5,1,3,0,1,14,6,1,1475,13,387,1,47,1,1,1
552,5,27,41,0,2,1,0,3,1,0,257,0,46,0,97,0,0,0
80,1,15,14,0,2,1,0,1,1,0,185,1,19,0,85,0,0,0
22,10,1,0,1,9,0,1,12,3,1,1152,8,490,1,3,1,1,1
90,5,34,12,0,2,1,0,0,0,0,128,1,47,0,72,0,0,0
130,2,37,26,0,0,1,0,2,0,0,638,1,10,0,97,0,0,0
378,1,37,44,0,0,1,0,3,1,0,111,0,30,0,84,0,0,0
262,1,9,18,0,2,1,0,1,1,0,162,1,38,0,93,0,0,0
63,4,35,24,0,1,1,0,2,1,0,394,1,45,0,86,0,0,0
172,4,32,28,0,1,1,0,4,0,0,572,1,21,0,83,0,0,0
568,3,37,31,0,2,1,0,0,0,0,662,0,19,0,91,0,0,0
72,1,26,25,0,1,1,0,1,0,0,717,1,30,0,97,0,0,0
466,3,36,43,0,2,1,0,4,1,0,360,1,24,0,81,0,0,0
331,4,31,48,0,1,1,0,0,1,0,581,1,31,0,80,0,0,0
477,1,23,47,0,0,1,0,2,1,0,345,1,46,0,77,0,0,0
588,5,22,8,0,0,1,0,3,1,0,156,1,16,0,88,0,0,0
30,5,0,5,1,9,0,1,8,6,1,2183,14,492,1,42,1,1,1
305,1,29,18,0,0,1,0,3,1,0,304,1,21,0,84,0,0,0
122,2,16,39,0,2,1,0,2,0,0,477,0,13,0,77,0,0,0
432,3,22,33,0,1,1,0,1,1,0,420,1,42,0,76,0,0,0
14,12,0,9,1,3,0,1,10,6,1,1499,8,374,1,0,1,1,1
8,5,4,6,1,6,0,1,13,5,1,2785,13,146,1,38,1,1,1
561,4,14,47,0,2,1,0,0,1,0,557,1,12,0,70,0,0,0
33,11,2,0,1,7,0,1,10,4,1,1361,5,419,1,45,1,1,1
525,2,22,20,0,2,1,0,4,1,0,271,0,23,0,97,0,0,0
294,4,8,44,0,0,1,0,4,0,0,699,0,15,0,74,0,0,0
10,9,4,8,1,9,0,1,13,5,1,2614,7,303,1,14,1,1,1
9,5,1,2,1,8,0,1,8,7,1,2919,10,230,1,11,1,1,1
485,3,28,7,0,0,1,0,2,0,0,235,1,21,0,75,0,0,0
176,4,20,48,0,0,1,0,4,1,0,532,1,17,0,91,0,0,0
587,1,8,34,0,1,1,0,3,0,0,592,1,14,0,96,0,0,0
45,10,0,8,1,9,0,1,12,4,1,1271,13,327,1,10,1,1,1
323,4,26,25,0,0,1,0,0,1,0,233,1,43,0,71,0,0,0
167,2,28,20,0,2,1,0,2,1,0,573,0,31,0,75,0,0,0
172,2,38,44,0,2,1,0,4,0,0,691,0,44,0,71,0,0,0
240,2,18,15,0,2,1,0,4,0,0,140,0,44,0,82,0,0,0
37,10,2,7,1,4,0,1,14,4,1,1856,13,385,1,17,1,1,1
456,1,39,39,0,0,1,0,1,0,0,782,0,37,0,78,0,0,0
516,2,29,22,0,1,1,0,1,1,0,796,0,32,0,80,0,0,0
541,5,28,29,0,2,1,0,0,0,0,151,0,26,0,72,0,0,0
399,5,12,34,0,0,1,0,0,0,0,692,0,34,0,99,0,0,0
130,1,17,37,0,2,1,0,2,0,0,121,0,14,0,86,0,0,0
597,1,24,18,0,1,1,0,4,1,0,702,1,19,0,87,0,0,0
79,2,38,35,0,0,1,0,3,0,0,688,0,38,0,73,0,0,0
453,4,21,11,0,1,1,0,3,1,0,197,0,34,0,99,0,0,0
179,4,20,9,0,1,1,0,3,0,0,608,0,33,0,96,0,0,0
132,2,38,24,0,0,1,0,1,1,0,732,1,10,0,97,0,0,0
31,14,2,2,1,7,0,1,14,6,1,1287,10,469,1,31,1,1,1
403,5,27,34,0,1,1,0,1,0,0,731,0,24,0,90,0,0,0
191,5,11,10,0,1,1,0,1,0,0,685,1,37,0,72,0,0,0
358,2,25,32,0,1,1,0,1,1,0,391,1,48,0,71,0,0,0
19,14,2,3,1,6,0,1,13,4,1,1957,11,136,1,22,1,1,1
481,4,30,36,0,1,1,0,2,1,0,363,0,21,0,89,0,0,0
437,1,22,46,0,0,1,0,2,0,0,143,0,14,0,93,0,0,0
300,3,25,31,0,2,1,0,4,0,0,269,0,43,0,85,0,0,0
38,6,1,5,1,8,0,1,14,3,1,2734,7,477,1,10,1,1,1
23,12,1,2,1,6,0,1,5,4,1,1311,14,438,1,8,1,1,1
185,2,34,25,0,1,1,0,3,1,0,204,0,23,0,97,0,0,0
216,3,38,13,0,0,1,0,1,0,0,383,1,16,0,79,0,0,0
37,13,1,2,1,3,0,1,11,6,1,2912,14,490,1,0,1,1,1
38,2,23,26,0,2,1,0,3,1,0,515,0,44,0,98,0,0,0
175,3,34,33,0,0,1,0,0,0,0,571,1,31,0,90,0,0,0
119,1,12,23,0,2,1,0,0,0,0,718,0,25,0,79,0,0,0
4,8,3,9,1,9,0,1,11,4,1,2409,14,183,1,42,1,1,1
443,5,34,19,0,2,1,0,2,1,0,421,1,22,0,89,0,0,0
198,5,8,15,0,2,1,0,4,1,0,232,0,18,0,93,0,0,0
33,10,2,1,1,3,0,1,5,5,1,1122,7,424,1,6,1,1,1
501,5,32,39,0,2,1,0,3,0,0,341,0,15,0,99,0,0,0
49,11,2,1,1,8,0,1,9,9,1,1902,7,236,1,28,1,1,1
181,5,29,33,0,1,1,0,0,1,0,689,1,27,0,75,0,0,0
45,8,4,0,1,5,0,1,5,3,1,1632,6,477,1,18,1,1,1
478,3,22,22,0,2,1,0,2,1,0,706,1,16,0,75,0,0,0
48,4,34,5,0,0,1,0,2,0,0,367,1,37,0,83,0,0,0
523,4,26,22,0,1,1,0,3,1,0,151,1,24,0,82,0,0,0
17,9,2,5,1,5,0,1,14,9,1,1240,9,184,1,38,1,1,1
468,1,24,34,0,0,1,0,1,1,0,508,1,13,0,84,0,0,0
268,3,26,19,0,2,1,0,2,1,0,168,1,28,0,84,0,0,0
295,4,8,5,0,1,1,0,0,0,0,460,1,30,0,91,0,0,0
73,4,14,18,0,1,1,0,4,1,0,603,0,13,0,89,0,0,0
433,3,31,48,0,0,1,0,1,0,0,537,1,26,0,97,0,0,0
5,6,0,7,1,7,0,1,8,3,1,1196,11,264,1,5,1,1,1
256,1,18,11,0,0,1,0,1,0,0,142,0,24,0,97,0,0,0
44,10,0,4,1,9,0,1,7,4,1,2082,10,313,1,33,1,1,1
560,1,9,29,0,2,1,0,1,0,0,640,1,30,0,77,0,0,0
506,3,11,49,0,1,1,0,4,1,0,193,1,10,0,92,0,0,0
20,9,3,3,1,4,0,1,5,3,1,1985,6,316,1,42,1,1,1
10,10,3,0,1,9,0,1,9,4,1,1277,11,324,1,38,1,1,1
228,5,11,33,0,1,1,0,3,0,0,182,1,17,0,78,0,0,0
2,14,0,1,1,7,0,1,8,5,1,1101,7,423,1,36,1,1,1
237,2,20,26,0,1,1,0,4,1,0,153,1,17,0,84,0,0,0
144,3,35,26,0,1,1,0,1,0,0,536,1,28,0,80,0,0,0
118,4,29,33,0,0,1,0,2,0,0,619,1,33,0,84,0,0,0
301,1,38,45,0,2,1,0,3,0,0,248,0,11,0,96,0,0,0
224,1,6,8,0,1,1,0,4,0,0,128,1,34,0,98,0,0,0
39,5,3,9,1,4,0,1,13,6,1,803,8,326,1,28,1,1,1
5,8,1,9,1,7,0,1,10,6,1,1462,6,309,1,14,1,1,1
30,2,29,17,0,1,1,0,1,1,0,299,0,11,0,92,0,0,0
2,12,3,9,1,3,0,1,12,8,1,1404,6,335,1,2,1,1,1
2,7,4,6,1,7,0,1,7,3,1,1370,12,419,1,28,1,1,1
208,2,38,49,0,0,1,0,2,0,0,251,0,47,0,89,0,0,0
40,7,3,0,1,3,0,1,10,4,1,1658,13,185,1,1,1,1,1
184,5,28,49,0,1,1,0,0,1,0,266,1,28,0,88,0,0,0
537,4,27,11,0,2,1,0,3,0,0,561,0,14,0,87,0,0,0
296,1,22,32,0,0,1,0,4,0,0,175,1,36,0,82,0,0,0
33,11,4,4,1,8,0,1,9,7,1,884,10,491,1,26,1,1,1
49,13,2,4,1,9,0,1,12,8,1,2059,10,454,1,31,1,1,1
94,5,15,13,0,2,1,0,1,0,0,731,0,12,0,74,0,0,0
210,5,11,43,0,2,1,0,4,0,0,727,1,15,0,90,0,0,0
523,1,8,36,0,0,1,0,3,0,0,752,0,12,0,74,0,0,0
502,4,25,23,0,1,1,0,4,1,0,341,1,23,0,82,0,0,0
147,3,28,10,0,0,1,0,0,0,0,694,0,48,0,82,0,0,0
296,2,29,15,0,1,1,0,0,0,0,180,0,36,0,84,0,0,0
40,14,2,0,1,4,0,1,12,7,1,1624,14,310,1,37,1,1,1
26,14,2,6,1,3,0,1,8,9,1,1686,11,110,1,21,1,1,1
223,5,14,13,0,0,1,0,2,1,0,478,0,17,0,91,0,0,0
60,2,32,6,0,1,1,0,4,0,0,756,1,18,0,89,0,0,0
43,12,4,3,1,5,0,1,9,9,1,2205,14,425,1,13,1,1,1
425,4,11,44,0,2,1,0,0,0,0,166,1,30,0,72,0,0,0
406,1,5,5,0,0,1,0,3,1,0,483,0,42,0,93,0,0,0
40,5,2,9,1,7,0,1,6,8,1,944,10,221,1,27,1,1,1
77,3,26,36,0,0,1,0,0,1,0,749,1,26,0,72,0,0,0
18,11,4,7,1,7,0,1,8,6,1,1569,12,176,1,23,1,1,1
288,2,37,41,0,1,1,0,3,1,0,595,1,13,0,87,0,0,0
44,14,4,4,1,6,0,1,8,3,1,2484,9,307,1,40,1,1,1
101,1,22,21,0,0,1,0,2,1,0,762,0,49,0,76,0,0,0
289,5,19,48,0,0,1,0,3,0,0,642,1,10,0,87,0,0,0
391,3,10,23,0,2,1,0,1,1,0,563,0,31,0,91,0,0,0
7,12,4,1,1,5,0,1,6,4,1,1272,13,299,1,35,1,1,1
383,5,15,43,0,2,1,0,1,0,0,113,1,19,0,79,0,0,0
319,5,29,36,0,1,1,0,1,1,0,745,1,30,0,90,0,0,0
48,5,4,1,1,5,0,1,7,9,1,2869,12,184,1,14,1,1,1
580,3,13,12,0,0,1,0,2,1,0,377,0,33,0,82,0,0,0
588,3,21,45,0,1,1,0,2,0,0,703,1,44,0,74,0,0,0
225,1,24,25,0,2,1,0,4,1,0,107,0,11,0,70,0,0,0
237,3,34,48,0,1,1,0,2,1,0,364,1,40,0,82,0,0,0
150,1,23,32,0,0,1,0,3,0,0,419,0,34,0,86,0,0,0
395,1,10,10,0,0,1,0,2,0,0,577,0,16,0,84,0,0,0
449,5,23,28,0,0,1,0,2,0,0,210,1,49,0,87,0,0,0
36,6,1,1,1,7,0,1,8,5,1,2909,8,202,1,29,1,1,1
12,9,3,7,1,4,0,1,9,8,1,1779,12,128,1,7,1,1,1
435,5,39,45,0,2,1,0,2,0,0,490,0,33,0,77,0,0,0
25,11,4,8,1,8,0,1,10,6,1,2760,5,181,1,37,1,1,1
50,1,24,16,0,0,1,0,2,0,0,605,0,19,0,76,0,0,0
118,1,19,13,0,1,1,0,4,0,0,154,0,26,0,96,0,0,0
75,1,8,37,0,2,1,0,3,1,0,130,1,24,0,92,0,0,0
208,2,6,23,0,2,1,0,0,0,0,199,1,38,0,71,0,0,0
47,13,3,2,1,5,0,1,8,4,1,1975,7,333,1,24,1,1,1
199,2,24,29,0,0,1,0,3,0,0,193,1,42,0,90,0,0,0
295,5,13,48,0,2,1,0,1,1,0,768,1,13,0,99,0,0,0
331,4,17,42,0,1,1,0,1,1,0,438,1,38,0,87,0,0,0
88,4,15,33,0,0,1,0,4,1,0,242,0,13,0,82,0,0,0
105,3,26,23,0,1,1,0,3,0,0,681,1,31,0,92,0,0,0
376,1,38,49,0,0,1,0,4,1,0,402,1,31,0,92,0,0,0
416,3,15,49,0,1,1,0,0,0,0,731,0,32,0,95,0,0,0
334,5,39,44,0,2,1,0,1,0,0,441,0,29,0,82,0,0,0
457,1,10,17,0,0,1,0,0,1,0,139,1,18,0,85,0,0,0
72,4,31,19,0,0,1,0,2,0,0,649,1,43,0,96,0,0,0
13,11,3,5,1,7,0,1,14,5,1,1395,6,482,1,43,1,1,1
30,2,16,14,0,2,1,0,0,0,0,647,0,19,0,88,0,0,0
55,3,22,5,0,1,1,0,2,0,0,715,1,45,0,98,0,0,0
531,4,13,44,0,1,1,0,0,0,0,380,1,33,0,94,0,0,0
110,3,14,13,0,0,1,0,0,1,0,361,0,32,0,89,0,0,0
278,1,21,34,0,0,1,0,3,1,0,437,1,16,0,78,0,0,0
41,7,4,2,1,3,0,1,5,6,1,1268,6,423,1,31,1,1,1
451,2,29,14,0,1,1,0,3,0,0,780,1,32,0,72,0,0,0
190,2,27,30,0,1,1,0,0,1,0,743,0,14,0,89,0,0,0
22,5,0,6,1,6,0,1,8,7,1,1859,13,313,1,35,1,1,1
183,2,9,17,0,0,1,0,3,0,0,698,1,49,0,94,0,0,0
7,5,1,1,1,7,0,1,5,6,1,2266,9,354,1,39,1,1,1
513,3,20,46,0,0,1,0,4,1,0,204,0,45,0,72,0,0,0
7,12,2,8,1,5,0,1,8,6,1,2930,5,338,1,40,1,1,1
252,3,6,14,0,2,1,0,2,1,0,608,1,14,0,77,0,0,0
165,4,16,37,0,0,1,0,2,0,0,675,1,19,0,91,0,0,0
276,1,11,45,0,0,1,0,0,1,0,664,1,40,0,89,0,0,0
542,4,5,41,0,1,1,0,2,0,0,745,0,20,0,84,0,0,0
154,5,35,23,0,0,1,0,0,0,0,278,1,27,0,76,0,0,0
27,5,3,6,1,5,0,1,10,4,1,1290,14,221,1,45,1,1,1
580,5,38,11,0,0,1,0,0,0,0,260,0,11,0,83,0,0,0
573,2,13,29,0,2,1,0,2,0,0,789,0,34,0,76,0,0,0
37,9,0,2,1,6,0,1,8,4,1,1400,7,219,1,24,1,1,1
179,2,22,24,0,0,1,0,4,1,0,761,1,31,0,77,0,0,0
337,1,26,23,0,1,1,0,1,1,0,694,1,44,0,98,0,0,0
31,9,1,0,1,3,0,1,13,4,1,1447,5,472,1,2,1,1,1
154,3,27,31,0,2,1,0,0,0,0,781,0,29,0,93,0,0,0
54,4,5,43,0,2,1,0,3,0,0,303,1,42,0,86,0,0,0
37,6,3,9,1,6,0,1,13,7,1,2260,5,409,1,21,1,1,1
525,2,19,15,0,2,1,0,4,0,0,265,1,18,0,75,0,0,0
10,5,3,5,1,4,0,1,5,3,1,2142,12,118,1,15,1,1,1
190,2,34,33,0,2,1,0,3,1,0,401,1,11,0,72,0,0,0
124,5,14,33,0,1,1,0,4,1,0,767,1,30,0,75,0,0,0
281,2,18,41,0,0,1,0,0,0,0,184,1,22,0,81,0,0,0
310,4,34,49,0,1,1,0,1,0,0,740,1,48,0,76,0,0,0
12,5,2,2,1,6,0,1,6,7,1,1328,8,405,1,33,1,1,1
485,5,23,28,0,2,1,0,1,0,0,542,0,40,0,73,0,0,0
385,2,16,48,0,1,1,0,1,1,0,135,0,43,0,92,0,0,0
123,2,25,35,0,2,1,0,1,1,0,341,1,32,0,93,0,0,0
423,2,39,19,0,2,1,0,0,1,0,154,1,44,0,81,0,0,0
588,1,33,36,0,1,1,0,0,1,0,103,1,13,0,84,0,0,0
355,2,20,12,0,1,1,0,1,1,0,719,1,40,0,92,0,0,0
297,1,13,24,0,0,1,0,0,0,0,535,1,16,0,80,0,0,0
25,8,0,2,1,3,0,1,12,3,1,938,9,469,1,49,1,1,1
588,1,22,5,0,2,1,0,2,1,0,280,0,22,0,77,0,0,0
40,1,19,29,0,2,1,0,0,0,0,363,0,16,0,79,0,0,0
40,5,4,1,1,6,0,1,13,8,1,2733,8,393,1,35,1,1,1
545,3,22,25,0,0,1,0,0,0,0,416,1,40,0,70,0,0,0
22,7,3,1,1,8,0,1,6,3,1,974,8,473,1,37,1,1,1
437,3,25,7,0,1,1,0,0,1,0,149,1,27,0,78,0,0,0
384,3,12,9,0,2,1,0,4,1,0,220,0,14,0,99,0,0,0
14,5,1,2,1,4,0,1,8,8,1,2273,13,329,1,44,1,1,1
598,3,18,38,0,2,1,0,0,1,0,569,1,14,0,79,0,0,0
497,1,32,22,0,1,1,0,0,0,0,592,0,13,0,80,0,0,0
16,8,4,4,1,3,0,1,9,3,1,1307,5,338,1,12,1,1,1
42,10,4,6,1,7,0,1,9,5,1,1869,14,241,1,45,1,1,1
180,3,35,20,0,0,1,0,2,1,0,446,0,28,0,87,0,0,0
38,6,3,3,1,8,0,1,5,4,1,2260,13,167,1,6,1,1,1
273,5,10,29,0,2,1,0,1,0,0,459,0,27,0,82,0,0,0
301,4,11,16,0,0,1,0,3,0,0,624,1,21,0,80,0,0,0
477,4,29,31,0,1,1,0,1,0,0,556,0,19,0,82,0,0,0
151,1,17,29,0,0,1,0,4,1,0,616,0,23,0,74,0,0,0
496,5,33,39,0,1,1,0,2,0,0,251,0,21,0,74,0,0,0
295,1,10,21,0,1,1,0,3,1,0,658,0,35,0,74,0,0,0
31,5,36,7,0,1,1,0,3,0,0,431,0,41,0,96,0,0,0
519,5,26,18,0,0,1,0,1,1,0,504,1,41,0,95,0,0,0
33,10,3,3,1,4,0,1,8,6,1,2258,10,171,1,4,1,1,1
152,4,18,37,0,0,1,0,2,1,0,381,0,37,0,83,0,0,0
9,10,2,2,1,9,0,1,12,7,1,2964,6,343,1,26,1,1,1
14,6,1,1,1,6,0,1,8,9,1,1690,12,182,1,39,1,1,1
40,11,3,3,1,4,0,1,7,6,1,1557,8,174,1,31,1,1,1
34,5,7,42,0,2,1,0,4,1,0,291,0,21,0,74,0,0,0
439,4,34,25,0,0,1,0,3,0,0,717,0,44,0,98,0,0,0
7,14,3,9,1,8,0,1,12,9,1,2800,7,125,1,23,1,1,1
29,11,2,5,1,7,0,1,6,9,1,1558,11,367,1,4,1,1,1
30,10,3,3,1,5,0,1,9,5,1,1113,6,132,1,18,1,1,1
6,10,1,9,1,4,0,1,11,5,1,1152,8,395,1,11,1,1,1
38,6,0,3,1,3,0,1,6,3,1,2523,14,242,1,10,1,1,1
41,6,3,6,1,9,0,1,8,9,1,1381,13,387,1,40,1,1,1
48,14,1,1,1,3,0,1,8,7,1,1730,11,359,1,5,1,1,1
80,2,9,29,0,1,1,0,3,1,0,156,0,46,0,77,0,0,0
40,10,3,3,1,3,0,1,10,9,1,2577,5,383,1,3,1,1,1
560,5,18,43,0,2,1,0,2,1,0,297,1,34,0,72,0,0,0
3,13,3,8,1,3,0,1,13,3,1,1122,11,163,1,35,1,1,1
277,2,7,43,0,0,1,0,3,1,0,444,1,25,0,91,0,0,0
514,3,29,26,0,1,1,0,1,1,0,714,1,41,0,75,0,0,0
26,11,4,9,1,7,0,1,8,8,1,2282,14,254,1,2,1,1,1
31,9,4,7,1,5,0,1,10,9,1,1630,9,448,1,48,1,1,1
389,3,24,26,0,1,1,0,2,0,0,280,1,32,0,88,0,0,0
49,6,0,8,1,3,0,1,14,3,1,2610,13,237,1,41,1,1,1
39,4,38,15,0,1,1,0,0,0,0,601,0,21,0,91,0,0,0
544,1,19,19,0,0,1,0,3,0,0,649,1,13,0,82,0,0,0
61,3,10,34,0,1,1,0,2,1,0,613,0,31,0,87,0,0,0
235,2,22,16,0,2,1,0,4,0,0,237,1,39,0,94,0,0,0
23,10,1,0,1,9,0,1,5,6,1,2075,10,230,1,27,1,1,1
534,4,12,20,0,1,1,0,0,1,0,501,0,37,0,84,0,0,0
20,6,0,6,1,3,0,1,11,5,1,2144,12,301,1,38,1,1,1
28,12,1,3,1,6,0,1,11,8,1,1257,6,409,1,34,1,1,1
564,2,24,40,0,0,1,0,1,0,0,424,0,46,0,71,0,0,0
156,4,12,47,0,0,1,0,1,1,0,309,1,30,0,75,0,0,0
397,2,10,42,0,2,1,0,2,0,0,792,0,47,0,92,0,0,0
114,4,36,8,0,1,1,0,3,0,0,599,1,18,0,73,0,0,0
589,5,23,14,0,2,1,0,4,0,0,134,1,32,0,92,0,0,0
436,4,33,45,0,0,1,0,0,0,0,771,1,27,0,75,0,0,0
543,5,10,39,0,0,1,0,2,0,0,693,1,39,0,85,0,0,0
